,Unnamed: 0,NAME,Height,Weight,REACH,Stance,DOB,SLPM,STRA,SAPM,STRD,TD,TDA,TDD,SUBA
1942,0,Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,"Apr 01, 1988",3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1
1943,0,Emanuel Newton,"6' 1""",205 lbs.,--,,"Jan 02, 1984",1.92,0.49,1.35,0.51,2.02,1.0,0.0,0.0
1944,0,Francis Ngannou,"6' 4""",250 lbs.,"83""",Orthodox,"Sep 05, 1986",1.79,0.34,1.95,0.47,0.0,0.0,0.68,0.5
1946,0,Said Nurmagomedov,"5' 8""",125 lbs.,"70""",Orthodox,"Apr 05, 1992",4.33,0.57,2.13,0.63,1.0,0.09,1.0,0.0
1947,0,Shane Nelson,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984",1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6
1948,0,Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",2.21,0.36,3.46,0.58,2.0,0.55,0.62,0.4
1949,0,Ning Guangyou,"5' 4""",145 lbs.,"64""",Southpaw,"Dec 15, 1981",2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3
1950,0,Anthony Njokuani,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 01, 1980",3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2
1951,0,Scott Norton,"5' 10""",170 lbs.,--,Orthodox,"Mar 15, 1973",0.67,0.3,0.34,0.6,2.52,0.25,0.0,0.0
1952,0,Matheus Nicolau,"5' 6""",125 lbs.,"66""",,"Jan 06, 1993",4.0,0.52,2.46,0.69,2.07,0.66,1.0,1.7
1954,0,Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6
1955,0,Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,"Nov 30, 1982",2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6
1956,0,Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",5.7,0.51,1.9,0.75,0.0,0.0,0.66,3.2
1957,0,Yuji Nagata,"6' 0""",225 lbs.,--,Orthodox,"Apr 24, 1968",1.45,0.4,14.46,0.04,0.0,0.0,0.0,0.0
1959,0,Joe Neal,"5' 6""",135 lbs.,--,,"Jul 29, 1986",1.87,0.19,3.8,0.66,0.0,0.0,0.0,0.0
1960,0,Rose Namajunas,"5' 5""",115 lbs.,"65""",Orthodox,"Jun 29, 1992",3.72,0.41,3.72,0.6,2.34,0.59,0.45,0.9
1961,0,Fabio Nascimento,"5' 10""",185 lbs.,--,Orthodox,--,2.94,0.38,4.63,0.55,0.0,0.0,0.55,0.8
1962,0,Mario Neto,"6' 0""",229 lbs.,--,Orthodox,--,1.89,0.5,1.89,0.7,2.84,1.0,0.0,0.0
1963,0,Mike Nickels,"6' 4""",205 lbs.,--,Orthodox,"Dec 13, 1971",4.44,0.52,1.11,0.64,11.11,0.8,0.0,2.8
1964,0,Rogerio Nogueira,"6' 2""",205 lbs.,"75""",Southpaw,"Jun 02, 1976",2.35,0.34,2.17,0.6,0.69,0.44,0.63,0.8
1965,0,Tom Niinimaki,"5' 9""",145 lbs.,"69""",Orthodox,"Jul 25, 1982",1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5
1966,0,Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983",3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3
1967,0,Bobby Nash,"6' 0""",170 lbs.,"74""",Orthodox,"Mar 26, 1990",3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6
1968,0,Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 20, 1988",4.34,0.48,1.55,0.7,5.44,0.44,0.84,0.6
1969,0,Chidi Njokuani,"6' 3""",170 lbs.,--,,"Dec 31, 1988",1.93,0.51,1.73,0.49,0.0,0.0,0.8,0.0
1970,0,Yasuhito Namekawa,"5' 9""",205 lbs.,--,Orthodox,"Oct 27, 1974",0.14,0.5,3.65,0.38,2.11,0.25,0.0,4.2
1971,0,Carlos Newton,"5' 9""",170 lbs.,--,Orthodox,"Aug 17, 1976",0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9
1972,0,Pedro Nobre,"5' 5""",135 lbs.,--,,"Feb 13, 1986",1.37,0.3,9.16,0.35,0.0,0.0,0.0,0.0
1973,0,Pawel Nastula,"6' 0""",230 lbs.,--,Southpaw,"Jun 26, 1970",1.3,0.43,1.73,0.5,3.0,0.6,0.0,1.5
1974,0,Yui Chul Nam,"5' 9""",145 lbs.,"69""",Orthodox,"Jul 16, 1981",3.53,0.51,2.0,0.48,1.33,0.16,0.57,0.3
1975,0,Dustin Neace,"5' 9""",145 lbs.,--,,"Sep 12, 1986",2.08,0.32,2.66,0.56,0.0,0.0,0.0,1.7
1977,0,Jason Novelli,"6' 0""",155 lbs.,"75""",Orthodox,"Jun 08, 1979",1.73,0.24,3.55,0.66,0.7,0.33,1.0,0.0
1978,0,Roger Narvaez,"6' 3""",185 lbs.,"79""",Southpaw,"Sep 09, 1983",2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9
1979,0,Daisuke Nakamura,"5' 7""",154 lbs.,--,Orthodox,"Jun 10, 1980",0.94,0.3,1.38,0.61,0.46,0.4,0.3,3.6
1980,0,Derrick Noble,"5' 9""",170 lbs.,--,Southpaw,"Aug 14, 1978",6.21,0.4,3.79,0.59,0.0,0.0,0.0,0.0
1981,0,Roy Nelson,"6' 0""",263 lbs.,"72""",Orthodox,"Jun 20, 1976",2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1
1982,0,Rafael Natal,"6' 0""",185 lbs.,"76""",Orthodox,"Dec 25, 1982",3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5
1983,0,Jaimee Nievera,"5' 5""",125 lbs.,--,Orthodox,"Oct 28, 1984",1.67,0.53,8.73,0.33,1.79,0.16,0.0,0.0
1984,0,Andrews Nakahara,"6' 1""",185 lbs.,--,Orthodox,"Mar 12, 1983",2.68,0.44,1.9,0.57,0.0,0.0,0.72,0.4
1985,0,Khomkrit Niimi,"5' 2""",125 lbs.,--,,--,0.0,0.0,5.73,0.44,0.0,0.0,0.0,0.0
1986,0,Minotauro Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,"Jun 02, 1976",1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4
1987,0,Alexandre Franca Nogueira,"5' 7""",145 lbs.,--,Orthodox,"Jan 15, 1978",0.6,0.2,4.18,0.57,0.0,0.0,0.0,0.0
1989,0,Jutaro Nakao,"5' 9""",170 lbs.,--,Southpaw,"Nov 30, 1970",0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0
1991,0,Alex Nicholson,"6' 4""",185 lbs.,"81""",Orthodox,"May 02, 1990",4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5
1993,0,Yosuke Nishijima,"5' 9""",205 lbs.,--,Orthodox,"May 15, 1973",1.72,0.37,5.59,0.56,0.0,0.0,0.0,0.0
1994,0,Rin Nakai,"5' 1""",135 lbs.,"60""",Orthodox,"Oct 22, 1986",1.57,0.33,3.9,0.6,3.0,0.18,0.75,0.5
1996,0,Ben Nguyen,"5' 5""",125 lbs.,"65""",Switch,"Aug 03, 1988",3.82,0.41,3.3,0.54,0.33,0.33,0.66,1.3
1997,0,Akiyo Nishiura,"5' 8""",139 lbs.,--,Southpaw,"Aug 08, 1983",1.59,0.57,1.26,0.57,0.0,0.0,0.52,0.3
1998,0,Greg Nagy,"6' 1""",210 lbs.,--,Orthodox,"Oct 18, 1983",0.41,0.5,2.69,0.37,0.0,0.0,0.0,1.2
1999,0,Amanda Nunes,"5' 8""",135 lbs.,"69""",Orthodox,"May 30, 1988",4.55,0.51,2.88,0.56,1.82,0.4,0.79,0.6
2001,0,Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981",3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0
2002,0,Jan Nortje,"6' 1""",310 lbs.,--,Southpaw,"Apr 11, 1975",3.32,0.51,4.5,0.32,0.0,0.0,0.66,2.9
2003,0,Logan Nail,--,185 lbs.,--,,"Jun 20, 1989",1.93,0.51,2.27,0.39,0.0,0.0,0.37,0.0
2006,0,Jeff Newton,"6' 2""",205 lbs.,--,Sideways,"Dec 11, 1966",0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5
2007,0,Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,"Mar 18, 1980",3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8
2008,0,Sage Northcutt,"6' 0""",170 lbs.,"71""",Orthodox,"Mar 01, 1996",3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6
2009,0,Yusaku Nakamura,"5' 5""",145 lbs.,--,,"Jun 21, 1986",1.72,0.45,3.67,0.55,0.0,0.0,0.83,0.0
2010,0,Antonio Braga Neto,"6' 3""",185 lbs.,"77""",Orthodox,"Oct 29, 1987",1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5
2011,0,KJ Noons,"5' 10""",155 lbs.,"72""",Orthodox,"Dec 07, 1982",3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0
2012,0,Mats Nilsson,"6' 1""",170 lbs.,"74""",Orthodox,"Dec 05, 1983",2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3
2013,0,Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984",1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7
2015,0,Yoshihiro Nakao,"6' 0""",220 lbs.,--,Southpaw,"Jun 25, 1972",1.73,0.35,2.06,0.64,2.69,0.46,0.0,0.5
2016,0,Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",2.01,0.56,3.7,0.51,1.64,0.62,0.7,1.1
2018,0,Kennedy Nzechukwu,"6' 5""",205 lbs.,"82""",Southpaw,"Jun 13, 1992",6.8,0.32,4.4,0.53,0.0,0.0,0.71,0.0
2019,0,Yukiya Naito,"6' 1""",205 lbs.,--,Orthodox,--,1.54,0.33,5.13,0.6,0.0,0.0,0.0,0.0
2021,0,Katsuhiko Nagata,"5' 7""",154 lbs.,--,Southpaw,"Oct 31, 1973",1.05,0.19,1.5,0.63,0.98,0.28,0.28,0.0
2022,0,Julio Cesar Neves Jr.,"5' 8""",145 lbs.,--,,"Apr 25, 1994",1.98,0.35,4.81,0.51,1.06,0.25,0.76,0.0
2023,0,Alistair Overeem,"6' 4""",265 lbs.,"80""",Orthodox,"May 17, 1980",3.53,0.61,1.93,0.61,1.39,0.62,0.72,1.0
2024,0,Brendan O'Reilly,"5' 7""",170 lbs.,"69""",Orthodox,"Jun 24, 1987",1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6
2025,0,Michiyoshi Ohara,"5' 10""",205 lbs.,--,Orthodox,--,0.28,0.29,3.13,0.48,0.0,0.0,0.33,0.0
2027,0,Kazuki Okubo,"5' 11""",175 lbs.,--,Orthodox,--,1.53,0.38,1.97,0.46,0.51,0.25,0.36,2.0
2028,0,TJ O'Brien,"6' 2""",155 lbs.,--,Orthodox,"Jan 01, 1987",3.77,0.46,4.78,0.57,0.94,1.0,0.0,0.0
2030,0,Dennis Olson,"6' 0""",170 lbs.,--,,--,1.02,0.42,5.27,0.38,2.77,0.4,0.0,0.0
2032,0,Shungo Oyama,"5' 11""",185 lbs.,--,Southpaw,"Apr 11, 1974",0.64,0.25,1.96,0.57,1.07,0.57,0.62,0.5
2033,0,Valentijn Overeem,"6' 3""",230 lbs.,--,Orthodox,"Aug 17, 1976",0.93,0.34,1.49,0.58,1.86,0.5,0.0,4.7
2034,0,Takahiro Oba,"5' 8""",200 lbs.,--,Southpaw,--,0.23,0.25,1.82,0.69,0.0,0.0,0.0,0.0
2035,0,Aleksei Oleinik,"6' 2""",240 lbs.,"80""",Orthodox,"Jun 20, 1977",3.31,0.52,3.49,0.5,2.95,0.44,0.11,2.6
2036,0,Naoya Ogawa,"6' 4""",255 lbs.,--,Orthodox,"Mar 31, 1968",2.41,0.42,1.66,0.47,1.25,1.0,0.66,1.2
2037,0,Sidney Outlaw,"5' 8""",170 lbs.,"74""",Orthodox,"Apr 11, 1992",0.13,0.33,0.8,0.71,3.0,0.75,0.0,3.0
2038,0,Charlie Ontiveros,"6' 2""",170 lbs.,--,,"Jul 04, 1991",0.0,0.0,4.2,0.26,0.0,0.0,0.0,0.0
2039,0,Andy Ogle,"5' 8""",145 lbs.,"69""",Orthodox,"Feb 16, 1989",2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0
2040,0,Alan Omer,"5' 10""",145 lbs.,"71""",Orthodox,"Sep 14, 1988",3.49,0.55,2.21,0.64,1.69,0.42,0.66,0.0
2041,0,Dan O'Connor,"5' 4""",115 lbs.,--,,"Nov 17, 1982",4.0,0.56,5.1,0.54,0.0,0.0,1.0,0.0
2042,0,Sam Oropeza,"6' 2""",170 lbs.,--,,--,7.68,0.56,1.44,0.7,3.6,0.33,1.0,0.0
2043,0,Alexander Otsuka,"6' 1""",205 lbs.,--,Orthodox,"Jul 17, 1971",0.9,0.55,1.16,0.51,1.51,0.43,0.53,0.8
2044,0,Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,"Feb 22, 1995",5.07,0.58,3.47,0.71,2.0,0.66,0.0,0.0
2045,0,Artur Oumakhanov,"5' 7""",154 lbs.,--,Orthodox,"Feb 27, 1979",1.2,0.33,1.67,0.82,3.0,0.75,0.33,0.0
2047,0,Sean O'Haire,"6' 5""",270 lbs.,--,Orthodox,"Feb 25, 1971",8.28,0.57,22.76,0.21,0.0,0.0,0.0,0.0
2048,0,Sean O'Connell,"6' 1""",205 lbs.,"74""",Orthodox,"Sep 02, 1983",5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5
2049,0,Rachael Ostovich,"5' 3""",125 lbs.,"62""",,"Feb 25, 1991",2.68,0.39,3.62,0.63,0.94,1.0,1.0,1.9
2050,0,Wendell Oliveira,"5' 10""",170 lbs.,"72""",Orthodox,"Jun 01, 1983",3.77,0.47,4.4,0.47,0.0,0.0,1.0,0.0
2051,0,Charles Oliveira,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",3.02,0.5,3.05,0.51,2.83,0.41,0.6,2.8
2052,0,Brian Ortega,"5' 8""",145 lbs.,"69""",Switch,"Feb 21, 1991",3.65,0.32,5.27,0.56,0.22,0.14,0.58,1.8
2054,0,Daniel Omielanczuk,"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982",3.09,0.57,3.29,0.47,0.56,0.26,0.68,0.1
2055,0,Kenji Osawa,"5' 7""",135 lbs.,"66""",Orthodox,"Nov 04, 1976",2.34,0.35,2.14,0.63,0.91,0.58,0.68,0.7
2056,0,Takafumi Otsuka,"5' 6""",139 lbs.,--,Orthodox,--,1.29,0.27,2.12,0.67,1.64,0.27,0.65,0.0
2057,0,Chuck O'Neil,"6' 2""",170 lbs.,--,,"Sep 22, 1985",3.13,0.37,4.4,0.72,0.0,0.0,0.0,0.0
2058,0,Casey Olson,"5' 7""",145 lbs.,--,Orthodox,--,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.2
2059,0,Tito Ortiz,"6' 3""",205 lbs.,"74""",Orthodox,"Jan 23, 1975",2.59,0.46,2.88,0.6,2.47,0.35,0.54,0.6
2060,0,Volkan Oezdemir,"6' 2""",205 lbs.,"75""",Orthodox,"Sep 19, 1989",5.91,0.47,5.14,0.56,0.0,0.0,0.71,0.0
2061,0,Zak Ottow,"5' 11""",170 lbs.,"72""",Orthodox,"Dec 22, 1986",3.05,0.39,2.74,0.56,0.77,0.3,0.61,0.5
2062,0,Nissen Osterneck,"6' 2""",185 lbs.,--,Orthodox,"May 01, 1981",3.15,0.58,2.9,0.41,0.63,0.12,0.42,1.3
2064,0,Nobuhiro Obiya,"5' 8""",145 lbs.,--,Orthodox,"Jan 15, 1981",0.63,0.28,2.53,0.55,0.5,0.5,0.41,0.5
2065,0,Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 25, 1984",1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2
2066,0,Alex Oliveira,"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2.96,0.52,2.07,0.46,3.47,0.38,0.57,0.9
2067,0,Nick Osipczak,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 30, 1984",2.83,0.5,3.77,0.5,1.2,0.45,0.71,1.0
2068,0,Alptekin Ozkilic,"5' 5""",125 lbs.,"65""",Orthodox,"Mar 27, 1986",3.81,0.32,5.72,0.59,4.21,0.58,0.75,0.0
2069,0,Masakatsu Okuda,--,--,--,,--,0.0,0.0,4.27,0.34,0.0,0.0,0.0,4.3
2070,0,Koji Oishi,"5' 8""",170 lbs.,--,Orthodox,"May 31, 1977",1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0
2072,0,Andy Ologun,"6' 0""",154 lbs.,--,Orthodox,"Jun 12, 1983",2.36,0.57,0.32,0.85,0.68,1.0,0.8,0.0
2073,0,Sean O'Malley,"5' 11""",135 lbs.,"72""",Switch,"Oct 24, 1994",6.75,0.56,4.06,0.66,1.31,0.5,0.61,1.3
2075,0,Cameron Olson,"6' 1""",205 lbs.,"75""",Orthodox,"Nov 22, 1989",3.13,0.47,2.2,0.57,3.0,0.42,1.0,1.0
2076,0,Dustin Ortiz,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988",2.93,0.44,2.25,0.56,3.08,0.35,0.54,0.1
2077,0,Jeremiah O'Neal,"5' 8""",260 lbs.,--,,"Oct 25, 1977",1.15,0.4,7.5,0.23,0.0,0.0,0.0,0.0
2078,0,Yushin Okami,"6' 2""",170 lbs.,"75""",Southpaw,"Jul 21, 1981",2.14,0.39,2.1,0.62,2.1,0.46,0.84,0.5
2079,0,Jorge Ortiz,"6' 0""",185 lbs.,--,Orthodox,--,3.53,0.58,2.8,0.73,0.0,0.0,0.0,0.0
2080,0,Ednaldo Oliveira,"6' 5""",205 lbs.,"79""",Orthodox,"Feb 19, 1984",1.03,0.22,1.8,0.52,0.0,0.0,0.42,0.0
2081,0,Felipe Olivieri,"5' 9""",155 lbs.,"72""",Orthodox,"Apr 12, 1985",6.68,0.58,4.6,0.57,0.0,0.0,0.71,0.0
2082,0,Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,"Jan 26, 1982",2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6
2084,0,Michihiro Omigawa,"5' 6""",145 lbs.,"68""",Orthodox,"Dec 19, 1975",2.01,0.39,3.06,0.64,1.19,0.36,0.49,1.5
2086,0,George Pacurariu,"5' 7""",135 lbs.,--,,"Jul 28, 1984",4.69,0.53,2.68,0.63,5.03,1.0,1.0,5.0
2087,0,Teemu Packalen,"6' 1""",155 lbs.,"72""",Orthodox,"May 22, 1987",2.64,0.57,3.08,0.47,2.83,0.27,1.0,1.9
2090,0,Markus Perez,"6' 1""",185 lbs.,"73""",Orthodox,"Jun 22, 1988",1.75,0.53,4.21,0.44,2.31,0.5,0.6,2.3
2091,0,Cathal Pendred,"6' 1""",170 lbs.,"75""",Orthodox,"Sep 02, 1987",2.49,0.44,3.01,0.55,2.46,0.23,0.83,0.4
2092,0,Michael Page,"6' 2""",170 lbs.,--,,"Apr 07, 1987",4.53,0.76,0.45,0.77,3.4,1.0,1.0,0.0
2093,0,Peter Petties,"5' 11""",145 lbs.,"72""",Southpaw,"Dec 20, 1990",2.61,0.29,8.24,0.48,0.0,0.0,0.0,0.0
2094,0,Daniel Puder,"6' 3""",235 lbs.,--,Orthodox,"Oct 09, 1981",2.77,0.68,1.17,0.38,1.21,0.5,0.81,9.0
2095,0,Sarah Payant,"5' 4""",115 lbs.,--,,--,0.29,0.16,2.06,0.3,0.0,0.0,0.0,0.0
2096,0,Raquel Pennington,"5' 7""",135 lbs.,"67""",Orthodox,"Sep 05, 1988",3.63,0.49,3.37,0.63,1.29,0.35,0.64,1.1
2097,0,Julianna Pena,"5' 6""",135 lbs.,"69""",,"Aug 19, 1989",2.95,0.52,1.2,0.44,2.79,0.52,0.22,1.2
2098,0,Norman Parke,"5' 11""",155 lbs.,"70""",,"Dec 22, 1986",3.06,0.35,2.88,0.64,1.98,0.26,0.77,0.0
2099,0,BJ Penn,"5' 9""",145 lbs.,"70""",Orthodox,"Dec 13, 1978",2.71,0.49,3.12,0.56,1.24,0.55,0.75,0.5
2100,0,Godofredo Pepey,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987",2.32,0.38,3.23,0.47,0.37,0.07,0.35,1.5
2101,0,Pawel Pawlak,"6' 0""",170 lbs.,"73""",Orthodox,"Feb 08, 1989",1.67,0.33,2.22,0.53,1.0,0.37,0.7,0.0
2102,0,John Polakowski,"5' 10""",155 lbs.,--,Orthodox,"Jun 21, 1981",0.14,0.04,2.05,0.44,0.0,0.0,0.75,2.0
2103,0,Jamie Pickett,"6' 2""",185 lbs.,"80""",Southpaw,"Aug 29, 1988",1.02,0.41,2.64,0.45,6.1,0.4,0.0,0.0
2104,0,Steven Peterson,"5' 10""",145 lbs.,"70""",Orthodox,"May 29, 1990",5.09,0.34,5.51,0.57,1.67,0.17,1.0,0.3
2106,0,Rousimar Palhares,"5' 8""",170 lbs.,"71""",Orthodox,"Feb 26, 1980",1.75,0.51,2.04,0.59,3.93,0.45,0.0,4.1
2107,0,Fredson Paixao,"5' 6""",145 lbs.,"66""",Orthodox,"May 13, 1979",1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2
2108,0,Shane Primm,"6' 3""",205 lbs.,--,Orthodox,"Jul 30, 1984",0.83,0.26,2.25,0.62,1.78,0.2,0.0,0.0
2109,0,Won Sik Park,"5' 11""",154 lbs.,--,Orthodox,--,2.6,0.43,2.2,0.47,0.0,0.0,0.0,0.0
2113,0,Carlo Prater,"5' 11""",155 lbs.,"72""",Switch,"Jun 25, 1981",2.03,0.47,4.07,0.35,0.43,0.09,0.57,1.7
2116,0,Jessica Penne,"5' 5""",115 lbs.,"67""",,"Jan 30, 1983",2.46,0.33,4.73,0.48,1.58,0.25,0.2,0.6
2117,0,Jordan Parsons,"5' 9""",145 lbs.,--,,"Aug 26, 1990",3.29,0.4,2.37,0.6,1.54,0.21,0.5,1.0
2118,0,Jared Papazian,"5' 8""",135 lbs.,"67""",Southpaw,"Feb 01, 1988",3.33,0.39,3.81,0.44,0.0,0.0,0.5,0.0
2119,0,Costas Philippou,"5' 11""",185 lbs.,"73""",Orthodox,"Nov 29, 1979",2.19,0.35,2.73,0.54,0.4,0.42,0.65,0.3
2120,0,Aaron Phillips,"5' 9""",135 lbs.,"70""",Southpaw,"Aug 05, 1989",1.87,0.59,3.33,0.4,0.0,0.0,0.35,0.5
2121,0,Elizabeth Phillips,"5' 6""",135 lbs.,"65""",Orthodox,"Aug 20, 1986",2.6,0.33,3.07,0.58,0.75,0.25,0.53,0.2
2122,0,Anthony Perosh,"6' 3""",205 lbs.,"75""",Orthodox,"Oct 05, 1972",2.27,0.43,3.77,0.53,2.03,0.22,0.33,1.1
2123,0,Ido Pariente,"5' 8""",155 lbs.,--,Orthodox,--,0.0,0.0,2.86,0.45,0.0,0.0,0.0,0.0
2124,0,Michel Prazeres,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981",2.48,0.46,2.33,0.6,4.15,0.37,0.47,0.6
2126,0,Daniel Pineda,"5' 7""",145 lbs.,"69""",Orthodox,"Aug 06, 1985",2.99,0.43,2.51,0.47,1.46,0.25,0.48,2.0
2127,0,Cole Province,"5' 9""",145 lbs.,"68""",Orthodox,"Jan 17, 1981",1.47,0.44,2.72,0.43,2.4,0.5,0.83,1.0
2128,0,Philip Preece,"5' 8""",205 lbs.,--,Orthodox,--,0.8,0.72,0.7,0.63,0.0,0.0,0.0,0.0
2129,0,Igor Pokrajac,"6' 0""",205 lbs.,"76""",Orthodox,"Jan 02, 1979",2.25,0.45,4.26,0.4,0.87,0.29,0.51,0.2
2130,0,Cody Pfister,"5' 10""",155 lbs.,"73""",Orthodox,"Jul 12, 1990",1.41,0.25,2.8,0.51,2.82,0.3,0.0,0.0
2131,0,Oskar Piechota,"6' 0""",185 lbs.,"76""",Southpaw,"Jan 24, 1990",3.58,0.57,2.83,0.58,1.12,0.5,0.25,2.8
2133,0,Hernani Perpetuo,"6' 0""",170 lbs.,"74""",Orthodox,"May 24, 1985",2.73,0.29,4.37,0.55,0.0,0.0,0.37,0.5
2134,0,Joao Pierini,"6' 1""",155 lbs.,--,Switch,"Dec 11, 1971",0.76,0.14,4.56,0.33,0.0,0.0,0.0,0.0
2135,0,Tyson Pedro,"6' 3""",205 lbs.,"79""",Orthodox,"Sep 17, 1991",2.63,0.6,2.46,0.48,1.0,0.28,0.57,1.5
2137,0,Karo Parisyan,"5' 10""",170 lbs.,"72""",Orthodox,"Aug 28, 1982",2.49,0.41,2.19,0.58,5.27,0.59,0.59,1.0
2138,0,Alexandre Pantoja,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 16, 1990",4.42,0.46,3.39,0.6,0.78,0.6,0.6,1.3
2139,0,Dustin Pague,"5' 9""",135 lbs.,"74""",Orthodox,"Aug 05, 1987",1.65,0.53,2.96,0.41,1.03,0.44,0.55,2.6
2140,0,Bart Palaszewski,"5' 9""",145 lbs.,"70""",Orthodox,"May 30, 1983",2.67,0.32,3.97,0.57,0.65,0.31,0.53,0.5
2141,0,Yan Pellerin,"5' 11""",205 lbs.,--,Orthodox,--,0.59,0.25,0.89,0.66,4.43,1.0,0.0,0.0
2142,0,Joe Pearson,"5' 10""",145 lbs.,--,Orthodox,"Mar 28, 1978",0.59,0.18,3.51,0.33,0.0,0.0,0.0,4.4
2143,0,Gary Padilla,"5' 11""",205 lbs.,--,,"May 04, 1980",2.2,0.27,2.0,0.76,0.0,0.0,0.5,0.0
2145,0,Carlo Pedersoli,"5' 11""",170 lbs.,"75""",Southpaw,"Jun 08, 1993",4.47,0.37,3.87,0.62,3.0,0.75,0.0,0.0
2146,0,Frankie Perez,"5' 11""",155 lbs.,"73""",Orthodox,"May 11, 1989",1.64,0.41,2.17,0.54,1.75,0.41,0.5,0.3
2147,0,Dino Pezao,--,205 lbs.,--,Orthodox,--,0.66,0.3,3.28,0.31,0.0,0.0,0.0,0.0
2148,0,Forrest Petz,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1975",2.27,0.29,2.2,0.57,1.3,1.0,0.66,0.0
2150,0,Nick Pace,"5' 7""",135 lbs.,"68""",Orthodox,"Apr 17, 1987",1.48,0.34,3.14,0.57,2.52,0.43,0.54,0.5
2151,0,Devin Powell,"6' 0""",155 lbs.,"73""",Orthodox,"Mar 01, 1988",2.17,0.4,3.5,0.43,0.0,0.0,0.0,1.0
2155,0,Anthony Pettis,"5' 10""",155 lbs.,"72""",Orthodox,"Jan 27, 1987",2.78,0.45,2.8,0.56,0.8,0.54,0.58,1.3
2158,0,Joe Proctor,"5' 10""",155 lbs.,"72""",Orthodox,"Aug 10, 1985",3.39,0.36,3.93,0.59,0.0,0.0,0.7,1.8
2159,0,Nam Phan,"5' 6""",135 lbs.,"70""",Orthodox,"Mar 13, 1983",4.52,0.37,6.55,0.59,0.18,0.18,0.6,0.2
2160,0,Luis Pena,"6' 3""",155 lbs.,"76""",Southpaw,"Jul 05, 1993",2.26,0.34,1.98,0.22,4.25,1.0,0.33,4.2
